sample_id,row,col,lulc_label,class_id,split
1028,189,3555,10,0,test
1029,1153,5510,10,0,train
1030,2735,673,80,5,train
1031,933,2446,10,0,train
1032,158,1494,30,1,train
1033,1702,3014,80,5,train
1034,337,141,30,1,train
1035,735,3545,40,2,train
1036,1735,1759,10,0,val
1037,1846,2098,50,3,test
1038,2964,2132,40,2,train
1039,2868,4091,10,0,test
1040,1585,2269,40,2,train
1041,2786,3272,60,4,train
1042,2428,1786,80,5,train
1043,2458,2240,40,2,train
1044,1669,4408,10,0,train
1045,421,4274,30,1,train
1046,208,2846,30,1,train
1047,1490,4199,30,1,train
1048,1964,2031,50,3,train
1049,1026,3993,40,2,test
1050,928,3382,50,3,train
1051,2220,1285,60,4,train
1052,2656,3766,60,4,train
1053,1954,4304,40,2,train
1054,1493,4493,50,3,train
1055,477,4831,40,2,train
1056,2690,416,60,4,train
1057,861,4669,10,0,train
1058,1779,2591,80,5,val
1059,1904,3080,30,1,val
1060,1649,4555,50,3,test
1061,586,98,30,1,train
1062,1106,2226,30,1,train
1063,2447,3507,60,4,train
1064,535,4489,40,2,train
1065,2856,2659,40,2,val
1066,451,4489,50,3,train
1067,869,1892,10,0,train
1068,512,1609,10,0,val
1069,1066,2840,10,0,val
1070,2258,4764,10,0,train
1071,2210,2634,80,5,train
1072,2038,797,60,4,train
1073,2506,1363,80,5,train
1074,1472,1947,30,1,val
1075,2416,882,60,4,train
1076,1263,4366,80,5,train
1077,2919,1672,30,1,train
1078,1783,4805,10,0,train
1079,2867,3509,30,1,test
1080,394,3726,10,0,train
1081,1051,4871,50,3,train
1082,910,2860,30,1,train
1083,2601,278,30,1,train
1084,684,5052,60,4,train
1085,927,3350,50,3,val
1086,2884,5392,10,0,train
1087,1754,3216,80,5,train
1088,2053,1738,40,2,train
1089,2363,1949,80,5,train
1090,1940,2711,80,5,train
1091,544,1516,30,1,train
1092,2187,2165,40,2,train
1093,1487,3151,80,5,train
1094,992,2883,60,4,train
1095,1078,4915,50,3,train
1096,2026,2558,80,5,train
1097,513,3897,10,0,train
1098,891,1390,60,4,train
1099,1430,3010,80,5,test
1100,2377,2787,40,2,train
1101,1165,2359,50,3,train
1102,209,5073,80,5,test
1103,188,2285,10,0,train
1104,2933,926,60,4,train
1105,247,3628,10,0,train
1106,2139,373,40,2,train
1107,619,2795,10,0,train
1108,2886,2945,60,4,train
1109,1373,3367,80,5,train
1110,111,5309,10,0,train
1111,1224,4914,50,3,train
1112,2135,4554,50,3,train
1113,1784,4172,40,2,train
1114,1941,2237,80,5,train
1115,397,4299,30,1,train
1116,1734,4147,50,3,train
1117,1089,2268,30,1,train
1118,465,499,50,3,train
1119,2809,106,40,2,train
1120,1236,1743,30,1,train
1121,384,4937,10,0,train
1122,2562,509,50,3,train
1123,1449,2764,80,5,train
1124,1158,4909,50,3,test
1125,2099,3199,40,2,train
1126,2018,2463,80,5,train
1127,2129,366,60,4,val
1128,880,2940,30,1,train
1129,526,5163,40,2,train
1130,1304,3944,60,4,val
1131,786,2883,10,0,train
1132,2220,2543,80,5,train
1133,270,3709,10,0,train
1134,1576,4147,50,3,val
1135,1897,191,60,4,train
1136,378,1601,30,1,test
1137,2616,2460,50,3,train
1138,1060,1398,10,0,test
1139,2152,5477,30,1,train
1140,2098,65,40,2,test
1141,803,5085,50,3,train
1142,547,2187,10,0,train
1143,1989,1130,30,1,train
1144,880,2112,10,0,train
1145,2287,4527,40,2,train
1146,2414,2740,60,4,train
1147,1457,3311,10,0,train
1148,607,3118,10,0,train
1149,2568,1249,80,5,val
1150,545,195,30,1,train
1151,1727,2405,30,1,train
1152,2852,4374,10,0,test
1153,2452,925,50,3,val
1154,2243,4472,50,3,train
1155,2457,4886,50,3,train
1156,2379,3697,60,4,train
1157,400,3438,30,1,train
1158,208,5038,30,1,train
1159,2111,3308,50,3,train
1160,3039,1566,60,4,train
1161,504,2053,10,0,train
1162,1976,5264,30,1,train
1163,976,3645,10,0,test
1164,1877,2300,80,5,train
1165,2388,5395,10,0,train
1166,2091,2466,80,5,train
1167,2548,1779,80,5,train
1168,2268,2211,80,5,val
1169,2892,1006,60,4,train
1170,1568,1567,30,1,train
1171,1688,4439,40,2,train
1172,2388,4789,50,3,train
1173,2401,2356,80,5,train
1174,2476,2635,60,4,train
1175,788,4944,50,3,train
1176,2634,3032,60,4,train
1177,533,4091,50,3,val
1178,2077,2789,80,5,train
1179,2156,2750,80,5,train
1180,1679,2798,80,5,train
1181,1860,3718,50,3,train
1182,751,1845,30,1,val
1183,908,1013,30,1,train
1184,2361,1327,40,2,train
1185,1295,3251,40,2,train
1186,161,5259,10,0,train
1187,1123,2980,60,4,train
1188,2268,1068,50,3,train
1189,2065,2359,80,5,test
1190,2341,753,60,4,train
1191,2293,2345,80,5,test
1192,2835,904,80,5,train
1193,2286,2054,80,5,train
1194,834,4282,50,3,train
1195,1448,2795,80,5,train
1196,1543,2434,40,2,train
1197,2606,4105,30,1,train
1198,2353,3145,40,2,train
1199,2555,1381,80,5,train
1200,3003,3751,30,1,train
1201,1968,1483,50,3,train
1202,1301,3886,80,5,train
1203,2824,5252,30,1,train
1204,1930,3080,40,2,val
1205,557,503,40,2,train
1206,581,1528,30,1,train
1207,1455,3172,80,5,train
1208,1595,4165,50,3,val
1209,517,1425,10,0,test
1210,1869,2533,80,5,train
1211,2543,5419,30,1,train
1212,2605,71,10,0,train
1213,66,1403,10,0,train
1214,2537,1175,80,5,train
1215,675,5188,40,2,val
1216,716,3814,10,0,train
1217,1483,55,60,4,train
1218,2638,4302,60,4,val
1219,2548,1702,80,5,train
1220,2745,2140,40,2,val
1221,2193,2809,80,5,train
1222,1739,191,30,1,train
1223,1795,4948,50,3,train
1224,2223,3855,50,3,train
1225,1532,3278,10,0,test
1226,1277,18,60,4,train
1227,520,1000,40,2,val
1228,525,5544,10,0,train
1229,283,1478,30,1,train
1230,1428,4245,60,4,train
1231,2127,3895,50,3,val
1232,2234,2577,80,5,test
1233,181,4160,10,0,val
1234,2196,685,40,2,train
1235,2599,1825,60,4,train
1236,2175,839,40,2,train
1237,1522,2147,60,4,train
1238,2668,1153,80,5,train
1239,1777,2563,80,5,val
1240,2707,1966,40,2,val
1241,2219,865,40,2,train
1242,2412,4486,60,4,test
1243,2945,303,40,2,train
1244,2858,5221,10,0,test
1245,2959,3695,10,0,train
1246,2804,2752,50,3,val
1247,458,5468,50,3,val
1248,2602,1072,40,2,train
1249,1787,4021,60,4,train
1250,2309,1083,50,3,train
1251,2157,1768,50,3,val
1252,126,2452,10,0,train
1253,703,1534,30,1,test
1254,2742,3965,30,1,test
1255,2271,2070,80,5,val
1256,3025,4117,30,1,train
1257,1364,2603,30,1,train
1258,1612,2236,60,4,train
1259,308,1956,10,0,test
1260,1290,975,30,1,train
1261,1534,2142,40,2,val
1262,1529,4159,40,2,test
1263,2019,4329,50,3,test
1264,1791,3379,30,1,train
1265,1261,3377,80,5,train
1266,270,4523,10,0,train
1267,1850,5317,60,4,train
1268,1884,2114,40,2,train
1269,777,1306,10,0,train
1270,2978,4850,10,0,train
1271,388,5487,50,3,train
1272,1846,2664,80,5,train
1273,1656,613,60,4,train
1274,1706,4323,50,3,train
1275,1885,3732,50,3,train
1276,2435,297,50,3,train
1277,2697,3905,40,2,test
1278,1886,3048,80,5,test
1279,215,55,60,4,train
1280,2948,230,40,2,train
1281,428,762,40,2,val
1282,318,3581,10,0,train
1283,1437,2985,80,5,train
1284,2344,2856,60,4,train
1285,2494,2658,50,3,train
1286,762,2071,10,0,train
1287,2752,1026,80,5,train
1288,1296,2877,40,2,train
1289,2081,3288,60,4,test
1290,1529,2703,80,5,test
1291,768,215,60,4,test
1292,96,1605,40,2,train
1293,2468,3867,50,3,train
1294,3000,514,80,5,train
1295,1713,1987,40,2,train
1296,1321,1551,30,1,train
1297,1859,2269,80,5,train
1298,671,5147,50,3,train
1299,1733,2843,80,5,train
1300,882,4262,60,4,test
1301,518,5544,10,0,train
1302,1768,3215,80,5,train
1303,1613,2445,60,4,val
1304,2762,997,80,5,train
1305,2107,3701,50,3,train
1306,2265,1852,40,2,train
1307,823,221,40,2,train
1308,2158,4778,30,1,train
1309,1010,1355,30,1,val
1310,41,2312,30,1,train
1311,1309,529,30,1,train
1312,1177,2428,60,4,train
1313,2935,3027,60,4,train
1314,1444,5198,50,3,train
1315,1186,2704,50,3,train
1316,2802,4925,10,0,train
1317,121,2572,10,0,test
1318,1302,5188,40,2,train
1319,889,4201,60,4,train
1320,441,3097,10,0,train
1321,2791,970,80,5,train
1322,1076,1428,10,0,test
1323,1800,493,30,1,train
1324,883,4533,10,0,train
1325,608,4744,60,4,train
1326,2415,3212,40,2,test
1327,2685,2203,50,3,train
1328,1944,5130,10,0,train
1329,2776,2513,50,3,train
1330,728,529,40,2,train
1331,455,4659,50,3,train
1332,3046,5219,30,1,train
1333,2695,4369,30,1,train
1334,86,1496,30,1,train
1335,1621,3910,60,4,train
1336,2661,1472,40,2,train
1337,1271,2536,40,2,train
1338,1438,3737,40,2,val
1339,566,4985,60,4,train
1340,1931,2466,80,5,train
1341,510,4139,60,4,train
1342,122,3401,30,1,train
1343,2511,4205,60,4,train
1344,1625,3407,40,2,train
1345,1919,1501,60,4,train
1346,2179,4595,10,0,train
1347,1575,3403,60,4,train
1348,1397,3857,60,4,train
1349,1274,4518,50,3,val
1350,2760,895,80,5,train
1351,2760,2510,50,3,test
1352,627,4015,60,4,test
1353,2879,830,80,5,test
1354,2187,133,60,4,train
1355,1180,2328,10,0,train
1356,2511,4500,10,0,val
1357,359,1222,10,0,test
1358,846,233,60,4,train
1359,1223,1910,10,0,val
1360,2246,1397,60,4,test
1361,328,2045,60,4,val
1362,1999,63,40,2,train
1363,953,230,50,3,train
1364,1864,68,50,3,train
1365,2552,2880,50,3,train
1366,1613,4171,50,3,train
1367,776,1422,60,4,val
1368,1422,3799,40,2,train
1369,1581,489,30,1,train
1370,2601,747,50,3,train
1371,2569,846,60,4,train
1372,1280,1288,10,0,train
1373,1214,5011,50,3,train
1374,1656,1043,30,1,train
1375,188,1156,30,1,val
1376,2347,5046,10,0,train
1377,2026,3813,50,3,train
1378,481,2585,60,4,train
1379,1319,4250,60,4,train
1380,1543,1603,30,1,train
1381,770,2755,10,0,val
1382,1081,2029,30,1,train
1383,1846,1082,50,3,train
1384,1389,2956,80,5,test
1385,1913,3603,50,3,train
1386,1798,4143,60,4,test
1387,2871,4104,60,4,train
1388,2390,2045,80,5,train
1389,2128,4402,50,3,train
1390,2151,4112,60,4,test
1391,2786,11,40,2,train
1392,3042,2553,60,4,train
1393,2693,2530,40,2,train
1394,2112,4448,10,0,test
1395,950,200,50,3,train
1396,1391,773,60,4,train
1397,2982,5109,50,3,val
1398,1423,3101,80,5,train
1399,1108,3604,30,1,train
1400,2656,409,40,2,test
1401,1717,5531,10,0,train
1402,2180,1903,50,3,train
1403,2514,1682,80,5,train
1404,2993,2524,40,2,test
1405,892,4810,40,2,train
1406,2921,474,40,2,train
1407,2791,3866,60,4,train
1408,1766,1565,10,0,train
1409,155,4855,10,0,test
1410,2728,1842,50,3,train
1411,1231,5126,40,2,test
1412,404,836,40,2,train
1413,2766,2102,60,4,val
1414,2711,3968,30,1,train
1415,1758,3735,10,0,train
1416,2286,2228,80,5,train
1417,106,241,30,1,train
1418,2777,3996,30,1,train
1419,126,4442,10,0,train
1420,766,4761,50,3,test
1421,1618,3425,10,0,train
1422,1879,2545,80,5,test
1423,2373,3163,40,2,train
1424,1582,2923,80,5,train
1425,914,1478,30,1,train
1426,1281,2580,50,3,train
1427,2281,808,40,2,test
1428,1157,3556,30,1,val
1429,2359,2056,80,5,train
1430,1100,2198,30,1,val
1431,1995,3096,40,2,train
1432,2843,3935,30,1,test
1433,1454,4106,10,0,train
1434,1310,653,60,4,val
1435,1160,2181,30,1,val
1436,340,3514,10,0,train
1437,2601,2120,50,3,train
1438,1328,5135,50,3,train
1439,1425,2483,40,2,train
1440,2220,973,60,4,train
1441,2292,2364,80,5,test
1442,333,4353,10,0,test
1443,1689,531,30,1,train
1444,2581,681,40,2,train
1445,2441,1441,10,0,test
1446,1941,1050,50,3,train
1447,2378,2939,50,3,train
1448,332,3395,10,0,val
1449,2637,3841,60,4,train
1450,1862,5195,40,2,test
1451,2065,108,60,4,val
1452,2845,3364,40,2,test
1453,471,143,50,3,train
1454,2852,1766,60,4,test
1455,2318,2502,80,5,val
1456,2942,5195,10,0,val
1457,601,4778,60,4,train
1458,1917,224,40,2,train
1459,574,4663,50,3,train
1460,361,3225,10,0,train
1461,2448,2459,40,2,train
1462,409,1195,10,0,test
1463,114,2658,10,0,val
1464,2033,3148,40,2,test
1465,2526,2737,40,2,val
1466,1616,3286,40,2,test
1467,353,3979,30,1,train
1468,1061,5390,40,2,train
1469,413,1271,10,0,train
1470,1601,4518,30,1,val
1471,1154,5084,10,0,train
1472,1801,5453,10,0,train
1473,1392,4696,60,4,val
1474,1619,706,60,4,train
1475,2263,4213,50,3,train
1476,2117,3161,10,0,train
1477,374,845,40,2,train
1478,2185,1645,40,2,train
1479,1190,4637,50,3,test
1480,834,4593,50,3,train
1481,16,3970,10,0,train
1482,409,2546,30,1,test
1483,384,5513,40,2,train
1484,1273,5215,40,2,train
1485,2186,1503,40,2,train
1486,2737,1054,80,5,train
1487,150,499,10,0,train
1488,701,1665,10,0,train
1489,2494,1814,80,5,val
1490,728,1881,30,1,train
1491,1020,354,40,2,train
1492,1532,1796,30,1,train
1493,1515,2744,80,5,test
1494,1799,1835,30,1,val
1495,2174,1175,40,2,train
1496,189,5253,40,2,train
1497,1387,4633,50,3,train
1498,2241,236,60,4,train
1499,2210,2545,80,5,train
1500,2314,3917,60,4,test
1501,2853,1016,40,2,train
1502,1294,4413,60,4,test
1503,1811,4052,50,3,train
1504,2890,3921,30,1,test
1505,855,635,40,2,val
1506,381,2421,30,1,test
1507,1952,2629,80,5,val
1508,2112,1686,40,2,train
1509,2220,785,60,4,train
1510,2859,4183,50,3,train
1511,1276,2599,50,3,train
1512,2052,3070,40,2,train
1513,293,2531,30,1,train
1514,1165,2299,60,4,train
1515,2893,2441,60,4,train
1516,1728,2531,80,5,val
1517,1023,1168,40,2,train
1518,884,3966,30,1,val
1519,1067,2751,30,1,val
1520,1949,1057,60,4,val
1521,1362,3311,80,5,train
1522,2373,2023,80,5,train
1523,1432,4935,50,3,test
1524,87,3273,10,0,train
1525,283,214,30,1,train
1526,1595,533,30,1,train
1527,2621,3578,10,0,train
1528,2255,271,60,4,train
1529,1605,1198,30,1,val
1530,2351,1393,40,2,val
1531,1353,3740,80,5,train
1532,414,5389,60,4,train
1533,645,1095,30,1,test
1534,343,2155,30,1,train
1535,363,4137,10,0,train
1536,335,5360,40,2,train
1537,135,2881,30,1,train
1538,1065,4799,50,3,train
1539,975,4647,50,3,val
1540,524,3000,10,0,test
1541,420,3668,10,0,test
1542,2154,2543,80,5,val
1543,2887,2907,40,2,train
1544,2110,3184,40,2,train
1545,2763,331,40,2,test
1546,2475,1958,40,2,train
1547,1324,3469,80,5,train
1548,1517,5410,50,3,val
1549,91,194,30,1,train
1550,2907,1828,40,2,train
1551,2698,623,80,5,train
1552,1274,2315,50,3,train
1553,2383,899,40,2,train
1554,3000,77,30,1,val
1555,575,1401,10,0,val
1556,1443,4746,50,3,train
1557,2136,2594,80,5,test
1558,2689,1893,60,4,train
1559,184,184,30,1,train
1560,1543,5177,40,2,train
1561,706,2679,10,0,val
1562,1459,336,30,1,train
1563,1530,3817,50,3,train
1564,2400,2080,80,5,train
1565,195,455,30,1,train
1566,2234,3948,40,2,train
1567,2122,911,50,3,train
1568,2609,2532,40,2,train
1569,867,2411,30,1,train
1570,1408,4200,80,5,val
1571,1812,2806,80,5,train
1572,2702,806,80,5,train
1573,2717,5164,10,0,train
1574,1983,2227,80,5,train
1575,773,653,50,3,test
1576,672,1083,10,0,train
1577,1776,5053,30,1,train
1578,914,2933,10,0,train
1579,570,3328,10,0,train
1580,133,832,10,0,train
1581,1118,5315,40,2,val
1582,1976,990,50,3,train
1583,1112,4732,50,3,test
1584,1341,2820,60,4,test
1585,2452,4357,60,4,train
1586,873,1900,10,0,train
1587,1219,341,30,1,train
1588,1904,4512,30,1,train
1589,1782,3616,50,3,train
1590,2710,3079,60,4,val
1591,1391,4413,60,4,train
1592,593,4565,40,2,train
1593,3046,4734,10,0,val
1594,1971,4216,60,4,train
1595,1273,3275,40,2,test
1596,1934,4990,30,1,val
1597,1318,724,40,2,train
1598,1192,4638,50,3,train
1599,2466,1725,80,5,train
1600,1308,4725,50,3,val
1601,2836,5120,10,0,test
1602,1834,4631,60,4,test
1603,2045,2214,80,5,train
1604,1927,2845,80,5,val
1605,2233,504,40,2,test
1606,2044,4812,60,4,train
1607,2076,2372,80,5,train
1608,1795,3899,40,2,train
1609,2103,3939,60,4,train
1610,157,2658,10,0,train
1611,1738,5293,50,3,test
1612,2102,2722,80,5,train
1613,2078,1549,40,2,val
1614,2142,2915,80,5,train
1615,1781,2864,80,5,val
1616,2614,2548,50,3,train
1617,1953,2937,80,5,train
1618,1711,2995,80,5,val
1619,2410,605,40,2,train
1620,3036,1585,60,4,train
1621,1808,1178,30,1,val
1622,2724,3448,30,1,train
1623,1576,4534,40,2,train
1624,971,1702,10,0,val
1625,2449,1458,40,2,val
1626,1043,2085,30,1,test
1627,57,4083,10,0,train
1628,2604,2056,50,3,train
1629,2569,3847,60,4,train
1630,1349,4419,60,4,train
1631,2594,3105,60,4,train
1632,396,3502,30,1,train
1633,499,2560,10,0,train
1634,1255,3463,80,5,train
1635,1416,445,30,1,train
1636,1877,4969,10,0,train
1637,142,5027,10,0,train
1638,1646,1540,30,1,train
1639,1573,32,60,4,val
1640,1407,3601,10,0,train
1641,3054,768,80,5,test
1642,2252,1742,40,2,val
1643,2440,2732,50,3,train
1644,329,2584,30,1,val
1645,2610,5001,10,0,train
1646,2853,2620,60,4,train
1647,2971,180,60,4,test
1648,409,4109,30,1,train
1649,1437,2085,60,4,test
1650,885,2066,10,0,train
1651,2446,1863,50,3,train
1652,2854,1979,60,4,test
1653,1102,3234,50,3,train
1654,1891,1607,10,0,test
1655,680,2971,30,1,train
1656,826,3000,80,5,train
1657,556,3905,60,4,train
1658,2231,1164,10,0,val
1659,1565,3018,80,5,train
1660,1440,4808,60,4,train
1661,939,5479,50,3,train
1662,1219,2842,60,4,train
1663,2442,3862,50,3,val
1664,2649,1897,50,3,test
1665,336,1206,10,0,train
1666,2564,1957,40,2,train
1667,2487,1530,80,5,train
1668,402,4472,30,1,test
1669,2806,4081,30,1,train
1670,2373,4105,60,4,val
1671,3020,3100,60,4,train
1672,961,1901,10,0,train
1673,2602,383,40,2,train
1674,2541,3735,50,3,val
1675,2139,532,60,4,train
1676,1438,380,60,4,train
1677,1145,4181,50,3,train
1678,2563,4553,30,1,val
1679,1797,176,40,2,train
1680,2997,523,80,5,train
1681,2261,2133,80,5,val
1682,1424,3071,80,5,train
1683,1811,3774,50,3,train
1684,143,4475,10,0,train
1685,1799,4245,50,3,train
1686,2835,2624,40,2,train
1687,3000,893,40,2,train
1688,2860,1202,50,3,test
1689,173,5027,80,5,train
1690,3028,2826,40,2,test
1691,702,2122,10,0,train
1692,1789,2986,80,5,train
1693,642,2373,10,0,train
1694,1297,793,30,1,train
1695,508,481,50,3,val
1696,2107,2963,80,5,train
1697,1147,3704,80,5,train
1698,964,1270,30,1,train
1699,1193,3286,40,2,train
1700,2927,1370,60,4,train
1701,2145,58,40,2,train
1702,550,2999,10,0,train
1703,2314,4610,50,3,train
1704,1261,1440,30,1,train
1705,1278,4439,10,0,test
1706,3026,2128,40,2,train
1707,1052,4955,50,3,train
1708,2657,1926,60,4,test
1709,600,4075,60,4,train
1710,640,2583,50,3,val
1711,552,62,30,1,train
1712,2634,5222,10,0,test
1713,2738,1865,50,3,train
1714,637,1849,10,0,train
1715,1235,1286,10,0,train
1716,2137,4306,60,4,train
1717,1159,1365,30,1,train
1718,1606,2902,80,5,val
1719,1665,5049,40,2,train
1720,1148,4675,50,3,train
1721,2189,3742,40,2,train
1722,425,5153,60,4,train
1723,1152,1607,10,0,train
1724,907,4279,50,3,train
1725,1411,5008,40,2,train
1726,568,2065,10,0,train
1727,540,2728,10,0,train
1728,2007,1491,40,2,val
1729,2843,2991,60,4,train
1730,2739,950,80,5,train
1731,2402,2180,80,5,val
1732,1475,3162,80,5,test
1733,1165,5101,10,0,test
1734,2221,1261,60,4,val
1735,816,1755,10,0,train
1736,2352,2371,80,5,train
1737,2500,1658,80,5,train
1738,2913,4967,10,0,train
1739,1738,3290,80,5,train
1740,782,4875,50,3,train
1741,65,269,30,1,train
1742,3029,1649,60,4,train
1743,1165,1394,30,1,train
1744,3011,2592,40,2,train
1745,317,1018,50,3,train
1746,1811,5101,60,4,val
1747,2438,3451,40,2,train
1748,1849,125,50,3,train
1749,2244,4512,50,3,train
1750,2825,1473,50,3,train
1751,2057,2513,80,5,val
1752,472,1474,10,0,train
1753,2457,2940,60,4,train
1754,1767,3187,80,5,val
1755,2566,267,10,0,val
1756,1917,102,50,3,train
1757,1529,249,40,2,val
1758,1482,907,10,0,train
1759,183,1170,10,0,train
1760,2151,261,60,4,train
1761,456,3033,10,0,train
1762,2597,2708,50,3,train
1763,433,5086,60,4,val
1764,2695,4286,40,2,train
1765,1438,5250,50,3,test
1766,1667,1326,30,1,train
1767,1172,149,40,2,train
1768,182,3348,10,0,val
1769,2760,4602,10,0,test
1770,2927,846,80,5,val
1771,1015,685,50,3,val
1772,242,1154,30,1,train
1773,1243,4666,80,5,test
1774,2199,1292,40,2,train
1775,734,2952,10,0,train
1776,1817,5362,40,2,train
1777,673,4124,10,0,train
1778,2493,3108,40,2,train
1779,876,3830,10,0,train
1780,1698,2427,40,2,test
1781,1273,3406,80,5,train
1782,2012,2596,80,5,val
1783,731,4056,10,0,train
1784,77,5514,60,4,val
1785,1901,2624,80,5,val
1786,879,1650,30,1,train
1787,2419,278,60,4,train
1788,2745,3634,30,1,val
1789,2001,2319,80,5,train
1790,2304,2248,80,5,train
1791,1650,4131,40,2,train
1792,679,489,30,1,train
1793,1414,4981,50,3,train
1794,2183,2650,80,5,train
1795,2529,1132,80,5,val
1796,1152,4809,50,3,train
1797,442,4400,10,0,train
1798,726,4211,40,2,val
1799,2199,5391,30,1,train
1800,75,735,10,0,train
1801,1561,3886,60,4,test
1802,1213,4175,10,0,val
1803,2724,1656,50,3,train
1804,2384,5222,10,0,train
1805,1139,307,30,1,train
1806,705,1275,30,1,val
1807,1630,1374,30,1,train
1808,1971,3923,40,2,train
1809,2187,2612,80,5,train
1810,935,2383,30,1,train
1811,3020,732,80,5,val
1812,2141,4074,50,3,test
1813,781,3881,30,1,train
1814,2010,1828,60,4,train
1815,173,4707,10,0,train
1816,821,438,40,2,train
1817,1636,747,30,1,test
1818,313,5005,10,0,val
1819,1286,589,60,4,val
1820,1961,4588,40,2,test
1821,2337,975,60,4,test
1822,1492,2493,50,3,val
1823,2218,5372,30,1,train
1824,2509,3686,50,3,train
1825,943,44,60,4,train
1826,2195,1882,60,4,train
1827,1879,2511,80,5,val
1828,2118,533,60,4,train
1829,1212,832,40,2,train
1830,2444,2066,40,2,test
1831,2571,1265,80,5,val
1832,1327,4506,60,4,train
1833,1897,236,50,3,train
1834,1794,2563,80,5,val
1835,2717,1004,80,5,test
1836,1685,2111,40,2,train
1837,1788,4159,40,2,train
1838,1608,2859,80,5,test
1839,2540,4653,10,0,train
1840,1150,1340,10,0,test
1841,250,920,30,1,train
1842,604,2789,10,0,train
1843,448,865,40,2,test
1844,269,447,10,0,train
1845,896,3265,60,4,train
1846,1909,2570,80,5,test
1847,591,1839,30,1,train
1848,2349,3113,50,3,train
1849,2229,4599,50,3,train
1850,733,3731,50,3,train
1851,524,3804,30,1,train
1852,2884,1167,60,4,train
1853,2900,3646,30,1,train
1854,1637,1958,60,4,train
1855,676,83,50,3,test
1856,1873,792,60,4,train
1857,1996,5530,30,1,train
1858,1492,862,10,0,test
1859,2512,4203,60,4,train
1860,1034,1147,40,2,train
1861,2666,4744,10,0,train
1862,3018,2282,60,4,train
1863,1874,2389,80,5,train
1864,2544,4957,10,0,train
1865,1312,3009,40,2,train
1866,644,2968,10,0,train
1867,1129,3748,10,0,val
1868,2993,2940,60,4,test
1869,2395,5163,10,0,train
1870,87,5150,10,0,train
1871,1324,3516,80,5,train
1872,293,2675,60,4,test
1873,1235,4873,50,3,val
1874,1108,656,40,2,val
1875,1354,1938,60,4,test
1876,148,1271,10,0,train
1877,1130,967,30,1,train
1878,2509,1467,80,5,train
1879,1861,4812,60,4,train
1880,2829,3260,60,4,train
1881,1688,3622,50,3,train
1882,866,4311,50,3,val
1883,2203,1667,60,4,test
1884,2966,4631,10,0,train
1885,2915,50,40,2,train
1886,717,847,30,1,train
1887,1063,3502,30,1,train
1888,1248,3307,40,2,train
1889,1635,5548,40,2,train
1890,984,4783,60,4,train
1891,2183,1162,50,3,train
1892,485,1614,30,1,train
1893,1544,4727,60,4,train
1894,3045,827,80,5,train
1895,2007,1308,60,4,val
1896,2344,3878,50,3,val
1897,1548,3397,60,4,train
1898,1246,3116,40,2,val
1899,19,762,30,1,train
1900,1424,3603,10,0,train
1901,1770,4839,10,0,train
1902,1554,2699,80,5,train
1903,1720,2769,80,5,test
1904,2132,4458,60,4,val
1905,1312,2631,50,3,train
1906,64,196,10,0,train
1907,1861,287,40,2,train
1908,1106,5244,40,2,train
1909,98,5375,10,0,train
1910,806,5270,60,4,train
1911,1167,4417,50,3,train
1912,2142,3809,50,3,train
1913,1938,582,40,2,train
1914,1407,160,30,1,train
1915,2489,1484,80,5,train
1916,991,3265,10,0,train
1917,1728,4258,60,4,val
1918,1985,2945,80,5,train
1919,2384,2028,80,5,train
1920,214,4649,30,1,train
1921,476,523,60,4,train
1922,733,3740,50,3,val
1923,513,1314,10,0,train
1924,1449,2864,30,1,train
1925,1045,4433,60,4,train
1926,1416,131,30,1,train
1927,761,4662,40,2,val
1928,2360,3077,40,2,val
1929,910,3276,40,2,train
1930,1171,1068,30,1,train
1931,201,894,30,1,train
1932,434,5080,50,3,train
1933,1762,5304,50,3,train
1934,2913,873,80,5,val
1935,1597,4681,10,0,val
1936,1263,4454,10,0,val
1937,1580,4743,50,3,val
1938,860,1563,30,1,train
1939,2497,3164,40,2,train
1940,511,4157,60,4,train
1941,764,1442,60,4,train
1942,1926,1563,30,1,train
1943,2811,2591,60,4,train
1944,1139,4442,10,0,train
1945,553,4428,40,2,train
1946,218,2055,30,1,train
1947,2034,2521,80,5,train
1948,2683,2351,60,4,train
1949,2150,3338,10,0,test
1950,495,3662,10,0,test
1951,2004,4151,50,3,val
1952,1996,842,60,4,train
1953,895,209,40,2,train
1954,249,2263,10,0,train
1955,2282,2518,80,5,train
1956,2203,2492,80,5,test
1957,432,5462,40,2,train
1958,1945,2536,80,5,train
1959,1259,3401,30,1,train
1960,2181,5441,60,4,train
1961,551,4993,40,2,test
1962,1503,2415,40,2,train
1963,377,5328,40,2,val
1964,470,1195,10,0,test
1965,33,1613,50,3,train
1966,1158,4958,50,3,test
1967,2245,1279,60,4,train
1968,2450,4544,10,0,train
1969,2953,2551,50,3,test
1970,1778,4981,30,1,test
1971,1917,2559,80,5,train
1972,97,4731,10,0,train
1973,1225,3252,50,3,test
1974,2746,944,80,5,test
1975,272,2301,10,0,train
1976,1605,3476,40,2,val
1977,2120,5311,10,0,train
1978,1702,2578,80,5,train
1979,2488,3787,60,4,train
1980,2068,686,40,2,train
1981,2485,3515,50,3,train
1982,518,3625,30,1,train
1983,2235,3810,50,3,train
1984,3000,4397,10,0,train
1985,1697,2683,80,5,train
1986,1009,93,50,3,val
